user_id,timestamp,hour_of_access,transaction_amount,data_volume_mb,geo_delta_km,is_anomaly
1053,2026-03-06 01:32:00,1,98.44,10.81,8.52,0
1017,2026-03-06 01:36:00,1,61.86,7.79,11.92,0
1060,2026-03-06 01:37:00,1,8.93,11.37,1.21,0
1048,2026-03-06 01:50:00,1,44.87,11.9,0.76,0
1067,2026-03-06 01:51:00,1,12.3,9.71,4.23,0
1028,2026-03-06 01:59:00,1,22.38,28.22,7.14,0
1096,2026-03-06 02:11:00,2,26.11,18.41,63.97,0
1086,2026-03-06 02:13:00,2,37.87,4.1,0.98,0
1082,2026-03-06 02:14:00,2,16.35,5.39,52.04,0
1084,2026-03-06 02:18:00,2,71.05,20.3,0.39,0
1090,2026-03-06 02:31:00,2,176.58,4.81,3.92,0
1019,2026-03-06 02:38:00,2,150.6,5.22,1.11,0
1058,2026-03-06 02:50:00,2,29.89,1.25,27.98,0
1071,2026-03-06 02:52:00,2,187.4,10.68,6.48,0
1018,2026-03-06 02:57:00,2,16.23,3.52,9.88,0
1078,2026-03-06 02:58:00,2,224.86,5.55,23.55,0
1043,2026-03-06 03:02:00,3,58.99,15.75,6.6,0
1064,2026-03-06 03:06:00,3,21.46,3.92,1.46,0
1086,2026-03-06 03:09:00,3,159.52,4.35,1.3,0
1035,2026-03-06 03:13:00,3,34.42,2.1,4.9,0
1097,2026-03-06 03:14:00,3,35.9,11.09,4.13,0
1022,2026-03-06 03:16:00,3,21.15,1.8,5.29,0
1029,2026-03-06 03:18:00,3,104.17,5.05,15.62,0
1086,2026-03-06 03:19:00,3,123.36,6.43,4.06,0
1006,2026-03-06 03:20:00,3,108.05,26.56,3.28,0
1046,2026-03-06 03:27:00,3,23.08,7.51,1.1,0
1080,2026-03-06 03:27:00,3,45.65,2.79,4.77,0
1091,2026-03-06 03:30:00,3,26.68,7.76,28.04,0
1029,2026-03-06 03:33:00,3,30.26,4.53,3.01,0
1060,2026-03-06 03:43:00,3,88.95,2.42,6.04,0
1095,2026-03-06 03:45:00,3,39461.07,1.24,3511.48,1
1020,2026-03-06 03:52:00,3,22.58,20.26,7.11,0
1030,2026-03-06 03:53:00,3,43.4,9.06,0.45,0
1085,2026-03-06 03:54:00,3,173.23,9.06,18.18,0
1017,2026-03-06 03:56:00,3,103.46,13.3,5.51,0
1072,2026-03-06 04:00:00,4,127.0,35.47,24.03,0
1068,2026-03-06 04:03:00,4,100.08,4.66,6.32,0
1065,2026-03-06 04:04:00,4,75.35,11.79,3.68,0
1029,2026-03-06 04:06:00,4,111.84,7.74,3.65,0
1070,2026-03-06 04:06:00,4,59.6,33.64,20.89,0
1027,2026-03-06 04:10:00,4,39.63,2.33,0.1,0
1026,2026-03-06 04:23:00,4,17.65,76.91,17.55,0
1078,2026-03-06 04:24:00,4,44.91,20.62,18.07,0
1005,2026-03-06 04:30:00,4,16.24,5.4,6.2,0
1093,2026-03-06 04:45:00,4,121.51,4.88,29.31,0
1081,2026-03-06 04:45:00,4,110.37,7.03,27.73,0
1044,2026-03-06 04:53:00,4,47.38,6.74,2.99,0
1070,2026-03-06 04:54:00,4,98.92,2.73,9.18,0
1019,2026-03-06 04:58:00,4,182.81,8.24,2.58,0
1094,2026-03-06 05:01:00,5,78.12,4.83,0.61,0
1046,2026-03-06 05:04:00,5,23.79,0.84,10.11,0
1036,2026-03-06 05:07:00,5,15.02,5.07,3.98,0
1064,2026-03-06 05:12:00,5,26.38,13.17,6.05,0
1078,2026-03-06 05:22:00,5,135.75,31.15,11.5,0
1084,2026-03-06 05:23:00,5,21.25,9.26,0.24,0
1076,2026-03-06 05:26:00,5,89.31,3.22,6.96,0
1090,2026-03-06 05:32:00,5,7.41,25.44,13.37,0
1061,2026-03-06 05:35:00,5,28.3,11.38,32.09,0
1014,2026-03-06 05:43:00,5,82.18,8.81,4.63,0
1062,2026-03-06 05:48:00,5,35.36,1.88,15.68,0
1045,2026-03-06 05:49:00,5,12.22,15.16,13.67,0
1002,2026-03-06 05:49:00,5,26.43,10.29,10.97,0
1003,2026-03-06 05:51:00,5,94.19,18.25,3.56,0
1032,2026-03-06 06:02:00,6,302.02,15.1,19.19,0
1059,2026-03-06 06:04:00,6,377.05,10.8,2.92,0
1017,2026-03-06 06:12:00,6,1506.71,5.84,9.98,0
1052,2026-03-06 06:28:00,6,11.35,7.85,14.78,0
1027,2026-03-06 06:33:00,6,432.8,16.87,4.53,0
1002,2026-03-06 06:47:00,6,157.47,40.99,0.52,0
1061,2026-03-06 06:52:00,6,16.13,13.58,0.66,0
1014,2026-03-06 06:54:00,6,41.83,5.74,4.45,0
1099,2026-03-06 06:54:00,2,51.06,1801.65,36.21,1
1083,2026-03-06 06:59:00,6,48.77,2.96,4.35,0
1062,2026-03-06 07:02:00,7,843.62,7.71,15.06,0
1077,2026-03-06 07:06:00,7,22.34,12.32,5.34,0
1013,2026-03-06 07:10:00,7,49.6,4.95,1.5,0
1059,2026-03-06 07:11:00,7,13.06,2.02,6.33,0
1087,2026-03-06 07:12:00,7,32.97,2.22,8.45,0
1045,2026-03-06 07:14:00,7,68.57,7.48,20.35,0
1023,2026-03-06 07:17:00,7,152.12,0.77,11.93,0
1035,2026-03-06 07:21:00,7,51.21,7.21,4.81,0
1054,2026-03-06 07:21:00,7,17.88,20.95,26.29,0
1056,2026-03-06 07:25:00,7,41.14,70.79,8.31,0
1027,2026-03-06 07:29:00,7,66.35,21.31,9.05,0
1054,2026-03-06 07:40:00,7,14.43,13.66,0.38,0
1057,2026-03-06 07:44:00,7,58.23,19.9,11.92,0
1015,2026-03-06 07:46:00,7,26.41,7.76,13.06,0
1047,2026-03-06 08:09:00,1,53.88,895.35,0.9,1
1093,2026-03-06 08:09:00,8,19892.11,5.29,2103.53,1
1035,2026-03-06 08:12:00,8,37.43,10.74,0.05,0
1049,2026-03-06 08:13:00,8,39.11,64.89,1.23,0
1050,2026-03-06 08:14:00,8,108.85,20.84,3.62,0
1027,2026-03-06 08:19:00,8,45.02,5.32,12.24,0
1003,2026-03-06 08:24:00,2,26.25,2574.52,13.85,1
1091,2026-03-06 08:24:00,8,49.45,12.11,18.8,0
1045,2026-03-06 08:30:00,8,29654.63,3.13,4788.86,1
1016,2026-03-06 08:31:00,8,112.89,5.2,6.31,0
1081,2026-03-06 08:31:00,8,211.34,12.41,0.02,0
1036,2026-03-06 08:35:00,8,15.26,6.61,1.54,0
1060,2026-03-06 08:47:00,8,31.9,5.29,10.48,0
1069,2026-03-06 08:55:00,8,14.33,6.12,0.95,0
1056,2026-03-06 08:57:00,8,35.96,18.61,1.43,0
1091,2026-03-06 09:01:00,9,39.56,8.39,14.91,0
1036,2026-03-06 09:09:00,9,48.47,15.53,8.44,0
1064,2026-03-06 09:10:00,9,23.79,1.96,9.29,0
1039,2026-03-06 09:18:00,9,14.09,19.04,44.13,0
1063,2026-03-06 09:24:00,3,73.53,1473.83,18.23,1
1043,2026-03-06 09:30:00,9,16.7,6.2,5.34,0
1075,2026-03-06 09:31:00,9,30.25,3.6,3.79,0
1004,2026-03-06 09:33:00,1,29.7,2394.27,3.62,1
1095,2026-03-06 09:56:00,9,3.27,11.31,2.22,0
1014,2026-03-06 10:02:00,10,333.17,12.69,3.26,0
1009,2026-03-06 10:02:00,10,114.69,3.9,0.38,0
1038,2026-03-06 10:03:00,10,16.32,12.96,1.14,0
1057,2026-03-06 10:04:00,10,169.41,7.31,2.79,0
1031,2026-03-06 10:10:00,10,348.45,8.19,1.4,0
1075,2026-03-06 10:14:00,10,337.79,5.54,4.55,0
1032,2026-03-06 10:16:00,10,36.57,24.47,3.69,0
1002,2026-03-06 10:20:00,10,97.39,3.24,9.96,0
1023,2026-03-06 10:20:00,10,17836.37,1.75,4424.33,1
1027,2026-03-06 10:30:00,10,53.05,7.53,21.43,0
1088,2026-03-06 10:32:00,10,101.65,11.92,22.77,0
1037,2026-03-06 10:33:00,10,66.95,14.45,14.59,0
1029,2026-03-06 10:35:00,10,63.82,10.04,3.35,0
1098,2026-03-06 10:37:00,10,16.07,37.33,3.85,0
1000,2026-03-06 10:38:00,10,59.2,13.03,0.54,0
1012,2026-03-06 10:48:00,10,44.26,2.22,3.73,0
1013,2026-03-06 10:51:00,10,40.98,0.44,5.06,0
1077,2026-03-06 10:55:00,10,15.49,5.67,11.38,0
1000,2026-03-06 10:55:00,10,122.29,8.0,7.32,0
1099,2026-03-06 11:02:00,11,35.79,5.9,30.64,0
1066,2026-03-06 11:05:00,11,15.72,3.11,0.26,0
1038,2026-03-06 11:07:00,11,7.96,1.49,6.77,0
1055,2026-03-06 11:08:00,11,148.01,110.63,0.35,0
1026,2026-03-06 11:09:00,11,1268.72,36.85,35.78,0
1011,2026-03-06 11:14:00,11,73.05,8.22,2.08,0
1046,2026-03-06 11:18:00,11,138.79,15.27,6.58,0
1062,2026-03-06 11:23:00,11,134.39,6.57,2.15,0
1086,2026-03-06 11:27:00,11,482.21,12.55,19.75,0
1093,2026-03-06 11:34:00,11,26.58,31.6,43.15,0
1064,2026-03-06 11:36:00,11,18.2,4.38,9.55,0
1077,2026-03-06 11:37:00,11,16.56,8.02,14.14,0
1079,2026-03-06 11:42:00,11,281.44,13.2,19.05,0
1016,2026-03-06 11:43:00,11,17.92,1.59,7.74,0
1008,2026-03-06 11:44:00,11,69.83,4.34,8.46,0
1045,2026-03-06 11:50:00,11,20.51,1.91,13.48,0
1012,2026-03-06 11:59:00,11,107.87,13.56,2.72,0
1058,2026-03-06 12:05:00,12,146.5,1.97,38.36,0
1059,2026-03-06 12:08:00,12,12.46,13.31,0.22,0
1056,2026-03-06 12:13:00,2,38.79,1745.07,1.13,1
1022,2026-03-06 12:13:00,12,98.31,7.26,7.1,0
1030,2026-03-06 12:15:00,12,344.93,8.2,3.01,0
1061,2026-03-06 12:19:00,12,178.7,9.03,3.98,0
1053,2026-03-06 12:22:00,12,31.87,3.19,1.06,0
1038,2026-03-06 12:33:00,12,85.26,6.44,10.36,0
1065,2026-03-06 12:40:00,12,43.63,1.47,0.91,0
1082,2026-03-06 12:45:00,12,29.51,6.73,9.27,0
1024,2026-03-06 12:50:00,12,34.55,7.96,4.03,0
1004,2026-03-06 12:51:00,12,28.96,15.31,0.92,0
1035,2026-03-06 12:52:00,12,18.48,33.93,25.09,0
1011,2026-03-06 12:52:00,12,30.53,7.2,19.4,0
1001,2026-03-06 12:53:00,12,27.29,9.02,28.34,0
1011,2026-03-06 12:53:00,12,24.46,28.86,14.86,0
1034,2026-03-06 12:55:00,12,104.91,5.02,1.79,0
1015,2026-03-06 12:55:00,1,85.2,2055.16,4.4,1
1045,2026-03-06 12:55:00,12,84.68,3.89,62.7,0
1076,2026-03-06 13:11:00,13,36.07,3.32,24.31,0
1011,2026-03-06 13:14:00,13,58.55,20.18,10.46,0
1061,2026-03-06 13:19:00,13,32.6,4.89,5.49,0
1091,2026-03-06 13:21:00,13,125.69,16.53,20.26,0
1078,2026-03-06 13:27:00,13,24.05,6.55,10.44,0
1087,2026-03-06 13:29:00,13,17.49,3.45,13.97,0
1022,2026-03-06 13:35:00,13,24.16,3.19,2.08,0
1003,2026-03-06 13:35:00,13,31.38,9.32,0.96,0
1064,2026-03-06 13:47:00,13,56.36,3.95,3.01,0
1056,2026-03-06 13:51:00,13,22.25,3.95,7.62,0
1085,2026-03-06 13:51:00,13,62.07,17.44,6.53,0
1025,2026-03-06 13:56:00,13,28.14,9.38,17.25,0
1076,2026-03-06 13:59:00,13,120.43,17.15,0.78,0
1035,2026-03-06 13:59:00,13,437.31,7.36,3.89,0
1080,2026-03-06 14:03:00,14,26.19,4.41,5.35,0
1051,2026-03-06 14:06:00,14,33622.2,8.79,4517.77,1
1016,2026-03-06 14:10:00,14,46.14,19.82,15.75,0
1026,2026-03-06 14:12:00,14,70.85,2.35,22.59,0
1043,2026-03-06 14:20:00,14,8.35,5.48,11.34,0
1019,2026-03-06 14:22:00,14,19.37,40.48,48.69,0
1026,2026-03-06 14:25:00,14,79.97,13.95,0.88,0
1049,2026-03-06 14:26:00,14,21.03,13.42,18.46,0
1053,2026-03-06 14:30:00,14,34.77,6.05,0.26,0
1070,2026-03-06 14:36:00,14,84.77,0.34,2.1,0
1068,2026-03-06 14:37:00,14,21.36,19.62,1.68,0
1009,2026-03-06 14:37:00,14,340.83,4.18,5.94,0
1017,2026-03-06 14:38:00,14,39.57,15.5,16.16,0
1034,2026-03-06 14:40:00,14,120.59,45.0,4.17,0
1016,2026-03-06 14:40:00,14,28.76,6.32,2.91,0
1079,2026-03-06 14:43:00,14,23.92,0.68,1.9,0
1068,2026-03-06 14:55:00,14,233.47,18.0,7.85,0
1089,2026-03-06 14:57:00,14,15.72,1.56,16.06,0
1023,2026-03-06 14:58:00,14,865.51,2.31,18.64,0
1075,2026-03-06 15:02:00,15,488.51,83.63,17.5,0
1055,2026-03-06 15:03:00,15,239.23,3.29,4.57,0
1085,2026-03-06 15:07:00,15,9.27,9.37,15.69,0
1014,2026-03-06 15:08:00,15,27.29,33.66,23.6,0
1069,2026-03-06 15:09:00,15,58.7,2.4,7.84,0
1067,2026-03-06 15:17:00,15,106.82,9.12,19.63,0
1094,2026-03-06 15:18:00,15,10.53,13.98,6.42,0
1079,2026-03-06 15:20:00,15,351.79,11.58,0.53,0
1002,2026-03-06 15:28:00,15,22.91,11.97,4.45,0
1068,2026-03-06 15:29:00,15,32.26,2.59,2.57,0
1086,2026-03-06 15:31:00,15,33.07,4.73,3.97,0
1092,2026-03-06 15:42:00,4,40.27,1774.32,3.86,1
1017,2026-03-06 15:50:00,15,28.89,33.69,15.07,0
1073,2026-03-06 15:55:00,15,15.02,73.77,6.39,0
1044,2026-03-06 15:59:00,15,133.11,3.58,15.07,0
1066,2026-03-06 16:03:00,16,58.91,12.68,1.72,0
1032,2026-03-06 16:07:00,16,8.01,8.47,4.23,0
1017,2026-03-06 16:07:00,16,106.56,56.57,14.91,0
1026,2026-03-06 16:08:00,16,25.29,6.49,3.74,0
1048,2026-03-06 16:12:00,16,93.58,1.57,46.63,0
1068,2026-03-06 16:16:00,16,18.6,45.47,5.83,0
1017,2026-03-06 16:17:00,16,44.99,6.95,8.11,0
1063,2026-03-06 16:23:00,4,23.48,2735.81,34.22,1
1047,2026-03-06 16:35:00,16,48.92,15.89,2.94,0
1067,2026-03-06 16:38:00,16,45.93,25.5,15.56,0
1074,2026-03-06 16:44:00,16,50.17,6.33,4.49,0
1003,2026-03-06 16:45:00,16,26.43,1.37,3.51,0
1031,2026-03-06 16:49:00,16,169.95,4.91,1.4,0
1085,2026-03-06 16:50:00,16,31504.84,10.41,3648.3,1
1056,2026-03-06 16:52:00,16,205.28,66.08,0.14,0
1065,2026-03-06 16:59:00,16,238.56,13.48,0.35,0
1089,2026-03-06 17:01:00,17,246.15,7.16,1.36,0
1029,2026-03-06 17:01:00,17,38.69,4.02,4.79,0
1071,2026-03-06 17:02:00,17,85.18,60.51,8.6,0
1073,2026-03-06 17:25:00,17,203.44,2.82,24.35,0
1074,2026-03-06 17:30:00,17,35.97,8.39,7.28,0
1053,2026-03-06 17:30:00,17,373.84,28.59,1.27,0
1001,2026-03-06 17:32:00,17,212.13,4.79,6.77,0
1027,2026-03-06 17:33:00,17,139.32,6.15,4.92,0
1058,2026-03-06 17:34:00,17,113.66,26.81,0.55,0
1014,2026-03-06 17:41:00,17,19.9,8.18,2.0,0
1001,2026-03-06 17:42:00,17,105.8,12.82,11.66,0
1032,2026-03-06 17:46:00,17,18.06,10.96,5.83,0
1013,2026-03-06 17:51:00,17,7.8,1.58,10.24,0
1040,2026-03-06 17:52:00,2,34.24,2858.68,7.56,1
1012,2026-03-06 17:53:00,17,36.32,49.49,14.53,0
1063,2026-03-06 18:04:00,18,17.35,67.53,0.13,0
1078,2026-03-06 18:11:00,18,16.42,10.48,7.2,0
1008,2026-03-06 18:21:00,18,46.74,10.03,0.56,0
1094,2026-03-06 18:22:00,18,17.42,7.6,3.67,0
1081,2026-03-06 18:23:00,18,93.7,23.3,0.65,0
1047,2026-03-06 18:23:00,18,11.26,4.28,2.0,0
1074,2026-03-06 18:28:00,18,127.63,4.0,4.37,0
1032,2026-03-06 18:28:00,18,35.21,0.98,22.78,0
1031,2026-03-06 18:28:00,18,39.06,3.19,20.66,0
1038,2026-03-06 18:35:00,18,84.68,7.66,5.27,0
1049,2026-03-06 18:48:00,18,133.38,23.82,8.84,0
1045,2026-03-06 19:07:00,19,46.33,11.41,11.47,0
1005,2026-03-06 19:09:00,19,22.15,2.18,0.81,0
1017,2026-03-06 19:13:00,19,50.57,29.63,7.81,0
1001,2026-03-06 19:26:00,1,20.34,1624.17,5.91,1
1009,2026-03-06 19:27:00,19,106.13,0.37,13.6,0
1056,2026-03-06 19:27:00,19,182.73,10.76,28.68,0
1060,2026-03-06 19:29:00,19,23.11,3.99,8.59,0
1050,2026-03-06 19:38:00,19,93.38,14.15,1.87,0
1057,2026-03-06 19:40:00,19,117.28,13.62,8.45,0
1044,2026-03-06 19:41:00,19,17.33,0.98,22.05,0
1086,2026-03-06 19:42:00,19,22.17,5.99,1.1,0
1017,2026-03-06 19:42:00,19,69.6,30.08,0.67,0
1063,2026-03-06 19:44:00,19,15.01,6.78,9.8,0
1058,2026-03-06 19:49:00,19,46.96,9.14,18.27,0
1098,2026-03-06 19:51:00,19,29.58,1.97,19.41,0
1058,2026-03-06 20:11:00,20,290.33,26.35,2.78,0
1097,2026-03-06 20:17:00,20,22.12,16.19,2.8,0
1095,2026-03-06 20:19:00,20,57.59,31.1,13.86,0
1024,2026-03-06 20:37:00,20,57.3,2.06,7.77,0
1031,2026-03-06 20:44:00,20,801.43,13.5,7.12,0
1047,2026-03-06 20:58:00,20,22.1,32.16,0.6,0
1027,2026-03-06 21:03:00,21,15.69,37.69,15.98,0
1031,2026-03-06 21:03:00,21,37.7,3.68,4.25,0
1010,2026-03-06 21:04:00,21,5.6,1.16,5.35,0
1041,2026-03-06 21:09:00,21,55.33,6.04,3.29,0
1048,2026-03-06 21:09:00,21,48.43,2.31,6.79,0
1057,2026-03-06 21:24:00,21,21.26,9.05,30.3,0
1042,2026-03-06 21:26:00,21,339.64,32.51,3.6,0
1079,2026-03-06 21:33:00,21,54.09,23.01,14.71,0
1095,2026-03-06 21:35:00,21,61.14,2.0,7.58,0
1028,2026-03-06 21:36:00,21,2.53,3.57,31.76,0
1033,2026-03-06 21:38:00,21,428.79,89.98,8.49,0
1075,2026-03-06 21:38:00,21,68.18,12.31,0.8,0
1045,2026-03-06 21:47:00,1,83.9,2206.88,2.56,1
1024,2026-03-06 21:52:00,21,32.32,3.92,12.78,0
1003,2026-03-06 21:55:00,21,164.47,4.29,5.39,0
1049,2026-03-06 22:00:00,22,77.69,5.67,5.22,0
1001,2026-03-06 22:01:00,22,130.56,12.44,28.46,0
1079,2026-03-06 22:04:00,22,82.04,9.24,11.31,0
1039,2026-03-06 22:06:00,22,18.56,11.22,10.33,0
1042,2026-03-06 22:19:00,22,56.24,3.92,5.04,0
1014,2026-03-06 22:25:00,22,103.69,3.25,16.45,0
1083,2026-03-06 22:28:00,22,60.14,2.75,5.91,0
1007,2026-03-06 22:34:00,22,44.44,2.67,36.66,0
1071,2026-03-06 22:36:00,22,31.54,17.04,14.83,0
1024,2026-03-06 22:39:00,22,136.99,25.9,0.75,0
1091,2026-03-06 22:39:00,22,77.31,4.3,8.4,0
1013,2026-03-06 22:42:00,22,243.11,5.81,5.51,0
1084,2026-03-06 22:46:00,22,131.67,12.24,20.36,0
1057,2026-03-06 22:52:00,22,352.21,2.46,3.01,0
1039,2026-03-06 22:53:00,22,46.45,3.02,10.64,0
1066,2026-03-06 22:56:00,22,116.11,4.61,8.45,0
1041,2026-03-06 23:04:00,23,76.08,1.76,18.7,0
1002,2026-03-06 23:13:00,23,170.29,19.83,2.17,0
1097,2026-03-06 23:14:00,23,120.65,12.65,5.63,0
1014,2026-03-06 23:18:00,23,46.99,7.19,9.89,0
1064,2026-03-06 23:19:00,23,367.85,57.83,9.75,0
1089,2026-03-06 23:26:00,23,423.61,10.0,2.2,0
1023,2026-03-06 23:39:00,23,87.99,8.6,8.13,0
1036,2026-03-06 23:39:00,23,21.82,3.29,32.31,0
1013,2026-03-06 23:41:00,23,78.92,3.64,12.34,0
1084,2026-03-06 23:43:00,2,28.25,2652.09,5.91,1
1012,2026-03-06 23:45:00,23,156.01,5.88,1.98,0
1076,2026-03-06 23:47:00,23,108.43,24.2,0.57,0
1040,2026-03-06 23:50:00,23,33.55,14.64,16.4,0
1053,2026-03-06 23:51:00,23,43.19,18.98,21.26,0
1049,2026-03-07 00:00:00,4,41.84,1490.95,8.3,1
1057,2026-03-07 00:04:00,0,103.09,1.87,22.54,0
1083,2026-03-07 00:15:00,0,61.7,52.83,14.46,0
1090,2026-03-07 00:16:00,0,15.94,35.11,3.18,0
1037,2026-03-07 00:17:00,0,31.26,5.22,1.89,0
1076,2026-03-07 00:20:00,0,110.1,1.18,10.08,0
1027,2026-03-07 00:29:00,0,45.91,2.18,7.09,0
1041,2026-03-07 00:40:00,0,52.13,4.67,6.77,0
1035,2026-03-07 00:45:00,0,63.53,4.93,27.65,0
1071,2026-03-07 00:49:00,0,44.55,8.04,12.65,0
1056,2026-03-07 00:57:00,0,69.17,10.27,7.88,0
1033,2026-03-07 00:58:00,0,244.66,25.95,18.82,0
1096,2026-03-07 00:59:00,0,26.86,10.72,14.88,0
1022,2026-03-07 01:00:00,1,51.69,3.12,6.94,0
1054,2026-03-07 01:01:00,1,76.87,3.2,0.77,0
1041,2026-03-07 01:09:00,1,32.71,2.13,0.77,0
1092,2026-03-07 01:11:00,1,172.78,5.95,11.23,0
1016,2026-03-07 01:12:00,1,26.38,4.06,1.77,0
1045,2026-03-07 01:20:00,1,152.04,2.22,2.81,0
1006,2026-03-07 01:22:00,1,40.21,1.61,11.7,0
1047,2026-03-07 01:24:00,1,225.57,3.4,3.45,0
1059,2026-03-07 01:28:00,1,34.58,0.6,22.64,0
1050,2026-03-07 01:30:00,1,130.78,24.63,2.83,0
1027,2026-03-07 01:33:00,1,10.36,6.72,16.36,0
1085,2026-03-07 01:34:00,1,33.22,14.5,4.17,0
1047,2026-03-07 01:44:00,1,189.83,16.05,23.57,0
1081,2026-03-07 01:44:00,1,20.79,16.61,3.11,0
1075,2026-03-07 01:47:00,1,114.22,4.79,4.76,0
1076,2026-03-07 01:49:00,1,132.03,4.87,7.8,0
1047,2026-03-07 01:52:00,1,16960.45,1.14,3455.29,1
1047,2026-03-07 01:53:00,1,29.86,13.84,34.23,0
1077,2026-03-07 01:56:00,1,79.01,3.69,12.45,0
1048,2026-03-07 01:58:00,1,22.27,8.37,3.4,0
1041,2026-03-07 02:04:00,2,47.4,11.12,23.55,0
1098,2026-03-07 02:06:00,2,52.24,30.48,0.56,0
1064,2026-03-07 02:15:00,2,97.78,2.47,4.39,0
1043,2026-03-07 02:16:00,2,100.44,2.12,4.94,0
1060,2026-03-07 02:23:00,2,222.35,0.44,9.53,0
1075,2026-03-07 02:31:00,2,71.06,26.19,6.88,0
1037,2026-03-07 02:33:00,2,374.03,13.58,6.93,0
1014,2026-03-07 02:38:00,2,81.96,5.95,10.33,0
1056,2026-03-07 02:39:00,2,26.53,1.85,12.27,0
1051,2026-03-07 02:56:00,2,21540.8,13.9,837.51,1
1052,2026-03-07 02:58:00,2,31.66,77.93,1.92,0
1026,2026-03-07 03:00:00,3,16.47,17.52,2.13,0
1011,2026-03-07 03:06:00,3,88.66,12.45,3.12,0
1012,2026-03-07 03:11:00,3,48.57,16.18,17.87,0
1015,2026-03-07 03:13:00,3,79.66,4.37,2.74,0
1044,2026-03-07 03:17:00,3,201.25,13.07,3.53,0
1057,2026-03-07 03:29:00,3,62.66,11.63,14.03,0
1094,2026-03-07 03:31:00,3,74.89,6.85,6.82,0
1060,2026-03-07 03:35:00,3,62.4,2.11,17.56,0
1015,2026-03-07 03:39:00,3,273.18,6.86,4.31,0
1098,2026-03-07 03:52:00,3,16.93,4.58,4.2,0
1036,2026-03-07 04:04:00,4,38.32,13.89,2.62,0
1009,2026-03-07 04:08:00,4,158.18,7.41,0.92,0
1099,2026-03-07 04:26:00,4,36.28,17.44,3.32,0
1088,2026-03-07 04:26:00,4,40.07,13.92,4.35,0
1042,2026-03-07 04:35:00,4,59.61,14.24,7.64,0
1091,2026-03-07 04:36:00,4,177.89,5.2,2.96,0
1006,2026-03-07 04:44:00,4,66.74,1.5,0.01,0
1083,2026-03-07 04:50:00,4,175.67,8.05,12.03,0
1070,2026-03-07 04:53:00,4,45.13,18.54,42.33,0
1040,2026-03-07 04:53:00,4,59.85,4.08,6.03,0
1063,2026-03-07 04:58:00,4,35.3,21.57,15.92,0
1048,2026-03-07 05:10:00,5,55.62,17.5,5.17,0
1084,2026-03-07 05:11:00,5,228.54,26.29,12.73,0
1099,2026-03-07 05:13:00,5,25.31,19.25,7.43,0
1082,2026-03-07 05:13:00,5,35.15,20.21,2.39,0
1055,2026-03-07 05:14:00,5,105.81,5.28,6.93,0
1057,2026-03-07 05:19:00,5,16.89,2.28,11.1,0
1016,2026-03-07 05:27:00,5,101.81,4.06,9.29,0
1009,2026-03-07 05:28:00,5,75.63,2.74,15.82,0
1052,2026-03-07 05:34:00,5,24.61,39.6,9.56,0
1058,2026-03-07 05:41:00,5,17.07,171.27,12.1,0
1011,2026-03-07 05:43:00,5,24.53,21.15,3.02,0
1006,2026-03-07 05:43:00,5,151.3,14.33,2.94,0
1027,2026-03-07 05:50:00,5,475.48,23.01,1.51,0
1025,2026-03-07 05:51:00,5,20.35,49.4,6.51,0
1077,2026-03-07 05:58:00,5,28.88,9.44,2.02,0
1057,2026-03-07 05:58:00,5,21.43,5.01,3.8,0
1037,2026-03-07 06:01:00,6,30.29,1.69,29.88,0
1006,2026-03-07 06:04:00,6,98.41,4.4,2.33,0
1098,2026-03-07 06:07:00,6,8.57,1.76,9.59,0
1091,2026-03-07 06:12:00,6,55.34,15.78,0.57,0
1053,2026-03-07 06:18:00,6,95.86,11.63,3.26,0
1036,2026-03-07 06:32:00,6,52.34,12.26,7.13,0
1014,2026-03-07 06:34:00,6,10.97,87.53,21.31,0
1098,2026-03-07 06:39:00,6,47.11,13.54,1.14,0
1065,2026-03-07 06:46:00,6,14.0,7.39,17.43,0
1000,2026-03-07 06:47:00,6,107.1,29.1,33.73,0
1081,2026-03-07 06:47:00,6,51.62,5.79,0.16,0
1091,2026-03-07 06:50:00,6,74.42,4.64,6.78,0
1086,2026-03-07 06:54:00,6,184.49,8.41,4.73,0
1092,2026-03-07 07:06:00,7,18.0,7.33,25.2,0
1094,2026-03-07 07:28:00,7,219.44,4.81,9.09,0
1037,2026-03-07 07:28:00,7,486.29,2.64,6.69,0
1066,2026-03-07 07:36:00,7,8.37,48.1,1.33,0
1034,2026-03-07 07:42:00,7,74.99,5.95,19.53,0
1000,2026-03-07 07:46:00,7,15.0,20.48,4.55,0
1058,2026-03-07 07:46:00,7,14.75,11.36,2.91,0
1027,2026-03-07 07:47:00,7,110.54,14.83,15.43,0
1018,2026-03-07 07:51:00,7,128.14,5.96,8.46,0
1099,2026-03-07 07:54:00,1,129.45,683.29,25.05,1
1063,2026-03-07 07:57:00,7,27.76,7.53,0.97,0
1018,2026-03-07 08:25:00,8,49.99,13.49,0.55,0
1085,2026-03-07 08:37:00,1,21.91,508.55,20.94,1
1032,2026-03-07 08:54:00,8,211.91,7.59,1.93,0
1003,2026-03-07 08:55:00,8,40.05,3.89,5.79,0
1030,2026-03-07 08:58:00,8,4.51,83.7,1.48,0
1054,2026-03-07 08:59:00,8,119.93,8.07,1.67,0
1028,2026-03-07 09:00:00,9,222.86,2.48,30.77,0
1036,2026-03-07 09:00:00,9,53.32,18.69,24.55,0
